trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
lipids.apolipoprotein_a.read_v2,lipids,apolipoprotein_a,read_v2,gp_clinical,read_2,exact,true,44c2.,Serum apolipoprotein A-I level,Serum apolipoprotein A-I level,core,numeric_candidate,g/L; verify analyte and source unit,read_v2_lkp,00,candidate_requires_clinical_review
lipids.apolipoprotein_a.read_v2,lipids,apolipoprotein_a,read_v2,gp_clinical,read_2,exact,true,44d6.,Plasma apolipoprotein A-I level,Plasma apolipoprotein A-I level,core,numeric_candidate,g/L; verify analyte and source unit,read_v2_lkp,00,candidate_requires_clinical_review
