trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,all_lookup_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,.4427,FT4 - Free thyroxine level,Free thyroxine level | FT4 - Free thyroxine level,Free thyroxine level | FT4 - Free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,.442V,Serum free thyroxine level,Serum free T4 level | Serum free thyroxine level,Serum free T4 level | Serum free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,.442c,Plasma free thyroxine level,Plasma free T4 level | Plasma free thyroxine level,Plasma free T4 level | Plasma free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,4427.,FT4 - Free thyroxine level,Free thyroxine level | FT4 - Free thyroxine level,Free thyroxine level | FT4 - Free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,442V.,Serum free thyroxine level,Serum free T4 level | Serum free thyroxine level,Serum free T4 level | Serum free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,442c.,Plasma free thyroxine level,Plasma free T4 level | Plasma free thyroxine level,Plasma free T4 level | Plasma free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,XaERr,Serum free thyroxine level,Serum free T4 level | Serum free thyroxine level,Serum free T4 level | Serum free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,XaERs,Plasma free thyroxine level,Plasma free T4 level | Plasma free thyroxine level,Plasma free T4 level | Plasma free thyroxine level,core,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
thyroid.free_t4.ctv3,thyroid,free_t4,ctv3,gp_clinical,read_3,exact,true,X80Gf,Free thyroxine,Free thyroxine | FT4 - Free thyroxine | T4 - Free thyroxine,Free thyroxine | FT4 - Free thyroxine | T4 - Free thyroxine,extended_review,numeric_candidate,pmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
