trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,all_lookup_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44E..,Serum bilirubin level,Serum bilirubin level,Serum bilirubin level,core,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44E8.,Plasma conjugated bilirubin level,Plasma conjugated bilirubin level,Plasma conjugated bilirubin level,core,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44E9.,Plasma total bilirubin level,Plasma total bilirubin level,Plasma total bilirubin level,core,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44EB.,Serum conjugated bilirubin level,Serum conjugated bilirubin level,Serum conjugated bilirubin level,core,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44EC.,Serum total bilirubin level,Serum total bilirubin level,Serum total bilirubin level,core,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44E1.,Serum bilirubin normal,Serum bilirubin normal,Serum bilirubin normal,extended_review,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44E2.,Serum bilirubin raised,Serum bilirubin raised,Serum bilirubin raised,extended_review,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44E6.,Serum bilirubin borderline,Serum bilirubin borderline,Serum bilirubin borderline,extended_review,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
liver.bilirubin.read_v2,liver,bilirubin,read_v2,gp_clinical,read_2,exact,true,44EZ.,Serum bilirubin NOS,Serum bilirubin NOS,Serum bilirubin NOS,extended_review,numeric_candidate,umol/L; distinguish total and direct,read_v2_lkp,00,candidate_requires_clinical_review
