trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44J3.,Serum creatinine,Serum creatinine,core,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44JF.,Plasma creatinine level,Plasma creatinine level,core,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44J30,Serum creatinine abnormal,Serum creatinine abnormal,extended_review,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44J31,Serum creatinine low,Serum creatinine low,extended_review,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44J32,Serum creatinine normal,Serum creatinine normal,extended_review,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44J33,Serum creatinine raised,Serum creatinine raised,extended_review,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44J3z,Serum creatinine NOS,Serum creatinine NOS,extended_review,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44JC.,Corrected plasma creatinine level,Corrected plasma creatinine level,extended_review,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.creatinine.read_v2,renal,creatinine,read_v2,gp_clinical,read_2,exact,true,44JD.,Corrected serum creatinine level,Corrected serum creatinine level,extended_review,numeric_candidate,umol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
