trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,all_lookup_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
inflammation.c_reactive_protein.read_v2,inflammation,c_reactive_protein,read_v2,gp_clinical,read_2,exact,true,44CS.,Serum C reactive protein level,Serum C reactive protein level,Serum C reactive protein level,core,numeric_candidate,mg/L,read_v2_lkp,00,candidate_requires_clinical_review
inflammation.c_reactive_protein.read_v2,inflammation,c_reactive_protein,read_v2,gp_clinical,read_2,exact,true,44CC.,Plasma C reactive protein,Plasma C reactive protein,Plasma C reactive protein,extended_review,numeric_candidate,mg/L,read_v2_lkp,00,candidate_requires_clinical_review
