trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051C0,Moexipril Hydrochloride,Moexipril Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051E0,Cilazapril,Cilazapril,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051F0,Captopril,Captopril,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051G0,Co-Zidocapt (Hydchloroth/Captopril),Co-Zidocapt (Hydchloroth/Captopril),core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051H0,Enalapril Maleate with Diuretic,Enalapril Maleate with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051I0,Enalapril Maleate,Enalapril Maleate,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051J0,Fosinopril Sodium,Fosinopril Sodium,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051K0,Lisinopril with Diuretic,Lisinopril with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051L0,Lisinopril,Lisinopril,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051M0,Perindopril Erbumine,Perindopril Erbumine,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051N0,Perindopril Erbumine with Diuretic,Perindopril Erbumine with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051P0,Quinapril Hydrochloride with Diuretic,Quinapril Hydrochloride with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051Q0,Quinapril Hydrochloride,Quinapril Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051R0,Ramipril,Ramipril,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051S0,Ramipril with Calcium Channel Blocker,Ramipril with Calcium Channel Blocker,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051U0,Trandolapril,Trandolapril,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051V0,Trandolapril + Calcium Channel Blocker,Trandolapril + Calcium Channel Blocker,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051W0,Imidapril Hydrochloride,Imidapril Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051X0,Benazepril Hydrochloride,Benazepril Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051Y0,Perindopril Arginine,Perindopril Arginine,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205051Z0,Perindopril Arginine with Diuretic,Perindopril Arginine with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-Converting Enzyme Inhibitors | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052A0,Irbesartan with Diuretic,Irbesartan with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052AB,Olmesartan Medoxomil/Amlodipine,Olmesartan Medoxomil/Amlodipine,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052AC,Olmesartan Medox/Amlodipine/Hydchloroth,Olmesartan Medox/Amlodipine/Hydchloroth,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052AD,Azilsartan Medoxomil,Azilsartan Medoxomil,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052AE,Sacubitril/Valsartan,Sacubitril/Valsartan,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052B0,Olmesartan Medoxomil,Olmesartan Medoxomil,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052C0,Candesartan Cilexetil,Candesartan Cilexetil,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052I0,Irbesartan,Irbesartan,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052N0,Losartan Potassium,Losartan Potassium,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052P0,Losartan Potassium With Diuretic,Losartan Potassium With Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052Q0,Telmisartan,Telmisartan,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052R0,Telmisartan with Diuretic,Telmisartan with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052V0,Valsartan,Valsartan,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052W0,Eprosartan,Eprosartan,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052X0,Valsartan with Diuretic,Valsartan with Diuretic,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0205052Y0,Olmesartan Medoxomil/Hydrochlorothiazide,Olmesartan Medoxomil/Hydrochlorothiazide,core,prescription_exposure,not applicable,bnf_lkp,Angiotensin-II Receptor Antagonists | Renin-Angiotensin System Drugs | Hypertension and Heart Failure | Cardiovascular System,candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020A0,Amlodipine,Amlodipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020B0,Trimetazidine Hydrochloride,Trimetazidine Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020C0,Diltiazem Hydrochloride,Diltiazem Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020D0,Diltiazem Hydrochloride with Thiazides,Diltiazem Hydrochloride with Thiazides,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020F0,Felodipine,Felodipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020I0,Isradipine,Isradipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020K0,Lacidipine,Lacidipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020L0,Lercanidipine Hydrochloride,Lercanidipine Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020M0,Nimodipine,Nimodipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020N0,Lidoflazine,Lidoflazine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020P0,Nitrendipine,Nitrendipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020Q0,Nicardipine Hydrochloride,Nicardipine Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020R0,Nifedipine,Nifedipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020S0,PrenylamineLactate,PrenylamineLactate,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020T0,Verapamil Hydrochloride,Verapamil Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020V0,Perhexiline Maleate,Perhexiline Maleate,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020W0,Nisoldipine,Nisoldipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020X0,Mibefradil,Mibefradil,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020Y0,Buflomedil Hydrochloride,Buflomedil Hydrochloride,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
medication.antihypertensive.bnf,medication,antihypertensive,bnf,gp_scripts,bnf_code,prefix,true,0206020Z0,Valsartan/Amlodipine,Valsartan/Amlodipine,core,prescription_exposure,not applicable,bnf_lkp,"Calcium-Channel Blockers | Calcium-Channel Blockers | Nit,Calc Block & Other Antianginal Drugs | Cardiovascular System",candidate_requires_pharmacology_review
