trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,.44J.,Serum urea level,Serum urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,S,candidate_requires_clinical_review
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,.44J9,Serum urea level,Serum urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,.44JA,Plasma urea level,Plasma urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,44J..,Serum urea level,Serum urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,S,candidate_requires_clinical_review
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,44J9.,Serum urea level,Serum urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,44JA.,Plasma urea level,Plasma urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,XM0lt,Serum urea level,Serum urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
renal.urea.ctv3,renal,urea,ctv3,gp_clinical,read_3,exact,true,XaDvl,Plasma urea level,Plasma urea level,core,numeric_candidate,mmol/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
