trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
glycaemia.c_peptide.read_v2,glycaemia,c_peptide,read_v2,gp_clinical,read_2,exact,true,449A.,C-peptide level,C-peptide level,core,numeric_candidate,nmol/L or pmol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
glycaemia.c_peptide.read_v2,glycaemia,c_peptide,read_v2,gp_clinical,read_2,exact,true,449E.,Plasma insulin C-peptide level,Plasma insulin C-peptide level,core,numeric_candidate,nmol/L or pmol/L; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
