trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,all_lookup_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
lipids.lipoprotein_a.ctv3,lipids,lipoprotein_a,ctv3,gp_clinical,read_3,exact,true,4Q3G0,Serum lipoprotein(a) level,Serum lipoprotein(a) level,Serum lipoprotein(a) level,core,numeric_candidate,nmol/L or mg/dL; do not convert without an assay-specific factor,read_ctv3_lkp,P,candidate_requires_clinical_review
lipids.lipoprotein_a.ctv3,lipids,lipoprotein_a,ctv3,gp_clinical,read_3,exact,true,XacJJ,Serum lipoprotein(a) level,Serum lipoprotein(a) level,Serum lipoprotein(a) level,core,numeric_candidate,nmol/L or mg/dL; do not convert without an assay-specific factor,read_ctv3_lkp,P,candidate_requires_clinical_review
