trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
renal.albumin_creatinine_ratio.read_v2,renal,albumin_creatinine_ratio,read_v2,gp_clinical,read_2,exact,true,46TC.,Urine albumin:creatinine ratio,Urine albumin:creatinine ratio,core,numeric_candidate,mg/mmol; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
renal.albumin_creatinine_ratio.read_v2,renal,albumin_creatinine_ratio,read_v2,gp_clinical,read_2,exact,true,46TD.,Urine microalbumin:creatinine ratio,Urine microalbumin:creatinine ratio,core,numeric_candidate,mg/mmol; verify source unit,read_v2_lkp,00,candidate_requires_clinical_review
