trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
lipids.apolipoprotein_b.ctv3,lipids,apolipoprotein_b,ctv3,gp_clinical,read_3,exact,true,.44c4,Serum apolipoprotein B level,Serum apolipoprotein B level,core,numeric_candidate,g/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
lipids.apolipoprotein_b.ctv3,lipids,apolipoprotein_b,ctv3,gp_clinical,read_3,exact,true,.44d8,Plasma apolipoprotein B level,Plasma apolipoprotein B level,core,numeric_candidate,g/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
lipids.apolipoprotein_b.ctv3,lipids,apolipoprotein_b,ctv3,gp_clinical,read_3,exact,true,44c4.,Serum apolipoprotein B level,Serum apolipoprotein B level,core,numeric_candidate,g/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
lipids.apolipoprotein_b.ctv3,lipids,apolipoprotein_b,ctv3,gp_clinical,read_3,exact,true,44d8.,Plasma apolipoprotein B level,Plasma apolipoprotein B level,core,numeric_candidate,g/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
lipids.apolipoprotein_b.ctv3,lipids,apolipoprotein_b,ctv3,gp_clinical,read_3,exact,true,XaEMC,Plasma apolipoprotein B level,Plasma apolipoprotein B level,core,numeric_candidate,g/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
lipids.apolipoprotein_b.ctv3,lipids,apolipoprotein_b,ctv3,gp_clinical,read_3,exact,true,XaEQm,Serum apolipoprotein B level,Serum apolipoprotein B level,core,numeric_candidate,g/L; verify source unit,read_ctv3_lkp,P,candidate_requires_clinical_review
