trait_id,trait_group,trait,coding_system,source_dataset,source_field,match_type,case_sensitive,code,description,matched_terms,selection_tier,value_type,expected_units,source_sheet,source_metadata,review_status
thyroid.thyroid_peroxidase_antibody.read_v2,thyroid,thyroid_peroxidase_antibody,read_v2,gp_clinical,read_2,exact,true,43Gd.,Thyroid peroxidase antibody level,Thyroid peroxidase antibody level,core,numeric_candidate,IU/mL or kIU/L; verify assay,read_v2_lkp,00,candidate_requires_clinical_review
thyroid.thyroid_peroxidase_antibody.read_v2,thyroid,thyroid_peroxidase_antibody,read_v2,gp_clinical,read_2,exact,true,43Gd0,Serum thyroid peroxidase antibody concentration,Serum thyroid peroxidase antibody concentration,core,numeric_candidate,IU/mL or kIU/L; verify assay,read_v2_lkp,00,candidate_requires_clinical_review
